client_id,portfolio_name,investment_goal,initial_investment,creation_date
6863,Global Equity,Income,1414629.27,2019-02-27
6863,Dividend Income,Income,185141.43,2020-05-02
6863,Long Term Growth,Tax Saving,4972568.16,2020-01-22
7580,Tax Saving,Wealth Creation,4880243.64,2025-12-02
7580,Balanced Portfolio,Tax Saving,1908496.55,2022-06-03
7580,Balanced Portfolio,Tax Saving,2507369.84,2025-08-27
7580,Dividend Income,Education,804496.5,2019-07-10
5274,Tax Saving,Retirement,3659764.83,2025-01-16
5274,Retirement Portfolio,Tax Saving,4865385.32,2025-01-07
5274,Tax Saving,Retirement,2987134.48,2020-03-16
5196,Wealth Creation,Wealth Creation,231796.71,2020-03-30
6704,Dividend Income,Income,4990582.47,2019-10-22
6704,Retirement Portfolio,Retirement,2652505.65,2025-04-11
6704,Long Term Growth,Tax Saving,1684630.24,2025-07-13
3935,Wealth Creation,Wealth Creation,3563474.8,2020-09-22
3935,Education Fund,Capital Appreciation,1671129.41,2026-06-06
3935,Education Fund,Retirement,3667136.29,2024-06-14
6135,Long Term Growth,Wealth Creation,457660.58,2022-07-07
6135,Aggressive Growth,Education,278124.23,2018-10-23
6135,Long Term Growth,Tax Saving,2367041.0,2020-07-21
6657,Retirement Portfolio,Wealth Creation,3821228.41,2022-06-10
3529,Global Equity,Capital Appreciation,696653.19,2019-07-06
3549,Dividend Income,Retirement,182186.82,2020-03-25
3549,Tax Saving,Retirement,984247.53,2023-04-22
3549,Balanced Portfolio,Retirement,4087422.12,2025-08-11
5526,Wealth Creation,Tax Saving,1027994.73,2022-08-14
5526,Tax Saving,Education,1986650.86,2025-06-23
5526,Dividend Income,Wealth Creation,56467.93,2020-05-07
5669,Global Equity,Wealth Creation,4585712.27,2021-07-09
5669,Balanced Portfolio,Capital Appreciation,466475.54,2019-03-22
5669,Tax Saving,Education,420603.75,2023-06-10
5669,Retirement Portfolio,Education,305230.51,2018-11-29
6413,Balanced Portfolio,Education,3004441.85,2023-12-21
6413,Education Fund,Wealth Creation,835510.24,2020-06-04
6413,Global Equity,Retirement,3855318.84,2024-06-02
6431,Education Fund,Capital Appreciation,2953259.52,2025-11-09
4110,Emergency Fund,Education,4982529.25,2020-10-12
4110,Global Equity,Retirement,3485593.26,2019-01-26
5955,Education Fund,Retirement,4355443.32,2022-04-05
3478,Education Fund,Income,3040024.66,2023-11-20
5925,Global Equity,Retirement,2192581.78,2020-02-17
5925,Tax Saving,Wealth Creation,659643.39,2020-09-10
5925,Tax Saving,Education,4384660.44,2019-08-02
5925,Aggressive Growth,Income,3526838.3,2024-10-26
6442,Wealth Creation,Wealth Creation,3242949.54,2024-07-16
3762,Balanced Portfolio,Tax Saving,4139670.91,2023-05-26
3762,Dividend Income,Retirement,4178887.95,2023-05-03
6251,Wealth Creation,Retirement,2135802.47,2023-10-31
6251,Wealth Creation,Income,2452240.09,2023-05-14
7804,Wealth Creation,Capital Appreciation,4602268.08,2024-11-21
7804,Long Term Growth,Income,2949310.64,2022-01-04
7804,Wealth Creation,Retirement,2212485.48,2022-09-21
3180,Balanced Portfolio,Income,1485723.04,2024-04-09
3180,Retirement Portfolio,Tax Saving,3052367.61,2020-06-03
3972,Long Term Growth,Income,3635695.22,2018-08-28
6389,Wealth Creation,Income,1071305.66,2022-01-12
6389,Tax Saving,Tax Saving,2482230.26,2018-08-24
6389,Tax Saving,Capital Appreciation,3766520.99,2024-01-06
6389,Global Equity,Education,2085508.43,2023-09-24
3067,Global Equity,Education,1722072.04,2021-10-19
3067,Retirement Portfolio,Tax Saving,1639157.04,2023-09-24
3067,Dividend Income,Education,673183.25,2024-12-24
3067,Aggressive Growth,Wealth Creation,1220874.16,2020-03-19
7384,Wealth Creation,Retirement,409926.58,2022-07-27
7384,Wealth Creation,Education,860427.64,2023-08-13
6622,Retirement Portfolio,Tax Saving,3487615.64,2019-08-06
6622,Aggressive Growth,Income,926202.92,2019-01-10
6622,Dividend Income,Wealth Creation,3696005.75,2019-04-02
6796,Dividend Income,Income,2238974.25,2019-09-04
6796,Balanced Portfolio,Capital Appreciation,2698749.72,2025-04-23
6796,Aggressive Growth,Income,3919509.33,2024-11-27
6796,Tax Saving,Retirement,1665193.57,2024-01-08
4404,Tax Saving,Retirement,795585.53,2023-07-02
4404,Dividend Income,Retirement,1895406.79,2019-10-24
5276,Long Term Growth,Wealth Creation,4357136.21,2025-12-11
5276,Tax Saving,Education,2341450.44,2020-05-17
5276,Education Fund,Education,1296034.63,2020-11-04
4519,Education Fund,Retirement,2587644.08,2024-03-24
4519,Retirement Portfolio,Income,2945420.18,2023-09-28
4519,Dividend Income,Capital Appreciation,3082338.83,2020-11-15
4519,Education Fund,Retirement,2790458.44,2019-09-28
7507,Balanced Portfolio,Income,57381.45,2025-04-01
3131,Aggressive Growth,Tax Saving,2035096.97,2020-02-29
3131,Education Fund,Capital Appreciation,2104674.67,2020-05-15
3131,Dividend Income,Income,432550.74,2022-07-28
3471,Global Equity,Education,1438980.59,2019-02-02
3471,Education Fund,Retirement,684671.41,2020-12-24
5440,Wealth Creation,Capital Appreciation,1164534.32,2025-10-14
5440,Wealth Creation,Retirement,2498859.14,2024-02-18
4674,Aggressive Growth,Education,3381064.58,2024-12-22
4674,Balanced Portfolio,Retirement,1993298.28,2025-04-18
4674,Retirement Portfolio,Capital Appreciation,4791071.0,2024-12-16
5231,Wealth Creation,Education,2719351.97,2022-07-28
3749,Tax Saving,Wealth Creation,2310380.96,2026-04-20
3446,Aggressive Growth,Retirement,3198652.58,2022-01-19
3446,Global Equity,Retirement,2992236.04,2020-12-04
3446,Balanced Portfolio,Retirement,4794219.66,2023-05-19
3446,Wealth Creation,Income,3712673.0,2022-04-25
3816,Dividend Income,Education,1333604.16,2025-04-06
3816,Wealth Creation,Income,3009080.52,2020-06-21
6735,Retirement Portfolio,Education,1433803.7,2022-04-12
6735,Balanced Portfolio,Income,4640388.49,2022-10-14
6735,Education Fund,Tax Saving,65302.7,2026-01-26
6735,Retirement Portfolio,Wealth Creation,2518493.94,2019-06-28
6943,Balanced Portfolio,Education,3750398.78,2024-10-21
6943,Emergency Fund,Education,1747128.19,2020-09-09
6943,Long Term Growth,Income,3773004.53,2021-07-14
5534,Global Equity,Capital Appreciation,620866.0,2020-09-21
2875,Global Equity,Education,4525768.35,2025-08-09
2875,Tax Saving,Education,757202.43,2023-06-22
6398,Aggressive Growth,Wealth Creation,3962916.2,2024-10-04
6398,Wealth Creation,Retirement,2419786.81,2021-10-15
4139,Retirement Portfolio,Income,3736166.34,2023-10-14
4139,Aggressive Growth,Tax Saving,1493636.32,2018-12-09
4139,Long Term Growth,Retirement,1245144.8,2025-08-11
4139,Balanced Portfolio,Retirement,346302.31,2019-06-29
5755,Emergency Fund,Capital Appreciation,4515662.33,2019-10-27
5755,Wealth Creation,Wealth Creation,3175391.51,2023-10-30
5755,Aggressive Growth,Income,1573716.66,2020-05-13
5755,Education Fund,Tax Saving,634151.87,2023-03-17
6481,Aggressive Growth,Income,3382382.36,2024-11-12
6481,Tax Saving,Capital Appreciation,1303810.52,2018-10-08
6481,Global Equity,Retirement,2395486.87,2019-09-17
4408,Tax Saving,Tax Saving,3857748.55,2019-07-30
4408,Emergency Fund,Wealth Creation,1526810.83,2021-07-08
4408,Education Fund,Education,988682.46,2023-10-09
4408,Education Fund,Tax Saving,2013476.34,2021-09-27
5614,Balanced Portfolio,Tax Saving,4767017.82,2022-05-28
5614,Emergency Fund,Retirement,2895488.5,2024-09-19
7850,Global Equity,Wealth Creation,1604276.33,2021-05-09
7850,Global Equity,Tax Saving,1396565.86,2022-04-01
7850,Education Fund,Capital Appreciation,1042390.04,2020-06-23
4500,Tax Saving,Capital Appreciation,2981607.53,2026-05-22
4500,Tax Saving,Wealth Creation,4565822.02,2018-09-16
3662,Long Term Growth,Tax Saving,2794317.85,2019-11-28
3662,Dividend Income,Wealth Creation,2402725.67,2020-10-13
3662,Education Fund,Wealth Creation,651311.96,2023-08-16
3662,Wealth Creation,Education,2864236.99,2020-05-25
6678,Long Term Growth,Education,2233372.79,2021-10-04
6678,Dividend Income,Income,4109766.94,2019-08-23
6678,Emergency Fund,Capital Appreciation,2902409.67,2025-03-22
6678,Tax Saving,Income,1634873.61,2023-08-13
5448,Education Fund,Tax Saving,595571.29,2025-08-23
5448,Emergency Fund,Retirement,2536266.58,2023-04-07
5448,Dividend Income,Income,4225283.34,2018-12-20
4387,Emergency Fund,Income,3364952.08,2021-12-17
4387,Education Fund,Capital Appreciation,1933307.23,2025-04-26
4387,Retirement Portfolio,Tax Saving,859479.11,2025-12-31
4387,Global Equity,Education,1709429.58,2020-05-03
3213,Tax Saving,Capital Appreciation,3580449.61,2019-07-07
3213,Tax Saving,Income,2076433.54,2025-10-13
3213,Tax Saving,Education,3515513.55,2021-06-23
3213,Tax Saving,Tax Saving,4303081.47,2024-07-20
6141,Retirement Portfolio,Education,4861169.1,2019-08-26
6141,Aggressive Growth,Retirement,4403708.85,2021-06-24
3902,Emergency Fund,Tax Saving,4942930.05,2024-03-16
6596,Dividend Income,Tax Saving,832680.21,2020-10-09
6596,Emergency Fund,Retirement,638826.4,2019-12-21
4784,Balanced Portfolio,Capital Appreciation,3698368.79,2022-01-22
4784,Tax Saving,Wealth Creation,4710085.15,2025-03-15
4503,Aggressive Growth,Tax Saving,1514322.59,2026-07-02
4503,Retirement Portfolio,Capital Appreciation,4702993.16,2022-08-12
4503,Long Term Growth,Education,302215.97,2022-03-17
4503,Education Fund,Education,750862.39,2023-09-01
4348,Dividend Income,Education,1301046.97,2024-09-24
4348,Aggressive Growth,Education,437272.29,2020-11-12
4348,Aggressive Growth,Wealth Creation,4350412.77,2020-03-31
3364,Wealth Creation,Income,4688480.9,2021-08-30
6069,Tax Saving,Income,781324.75,2025-08-26
3377,Education Fund,Education,2510414.97,2023-01-12
3377,Global Equity,Retirement,1146556.33,2020-02-16
7556,Aggressive Growth,Wealth Creation,247507.21,2024-07-21
4025,Education Fund,Income,1636992.7,2026-04-10
4025,Retirement Portfolio,Income,4631014.44,2021-11-19
7328,Emergency Fund,Education,2100330.69,2025-12-18
7328,Retirement Portfolio,Retirement,287342.04,2022-09-22
7328,Aggressive Growth,Education,4670763.57,2025-12-06
7328,Education Fund,Education,1641606.98,2022-01-29
6782,Balanced Portfolio,Retirement,3943524.72,2023-01-09
5736,Aggressive Growth,Education,3776837.91,2025-08-22
5736,Balanced Portfolio,Tax Saving,3998727.96,2026-03-02
5736,Aggressive Growth,Wealth Creation,2469388.4,2025-02-15
5736,Balanced Portfolio,Income,2924704.73,2025-07-13
6288,Balanced Portfolio,Wealth Creation,3460929.12,2024-02-17
7160,Balanced Portfolio,Retirement,1996695.5,2021-09-30
7160,Global Equity,Tax Saving,2295895.41,2019-11-14
7160,Emergency Fund,Education,4129922.07,2021-01-06
7160,Education Fund,Wealth Creation,4778211.25,2021-04-30
5482,Balanced Portfolio,Education,1350896.61,2026-01-30
4023,Emergency Fund,Retirement,367842.9,2022-11-08
4023,Balanced Portfolio,Income,4047566.16,2020-11-15
3512,Dividend Income,Tax Saving,1672045.73,2024-12-22
3512,Balanced Portfolio,Income,1586770.58,2019-12-05
3512,Retirement Portfolio,Retirement,2451567.25,2020-01-16
3512,Dividend Income,Wealth Creation,2599285.18,2021-07-05
2923,Long Term Growth,Income,4074737.41,2025-11-13
2923,Emergency Fund,Retirement,1288757.69,2023-10-30
4484,Balanced Portfolio,Capital Appreciation,848947.75,2018-12-01
4484,Aggressive Growth,Education,3868545.65,2025-05-14
4484,Global Equity,Tax Saving,4332849.31,2021-08-19
6082,Dividend Income,Wealth Creation,2975410.32,2022-01-11
6082,Tax Saving,Tax Saving,969960.25,2020-05-25
6082,Education Fund,Education,348103.13,2020-05-16
6082,Dividend Income,Tax Saving,4404369.25,2021-07-31
7224,Global Equity,Tax Saving,147939.64,2026-04-11
7224,Wealth Creation,Education,1029092.53,2023-10-12
7224,Dividend Income,Education,2958796.05,2018-12-06
7224,Aggressive Growth,Retirement,746444.95,2024-11-29
5568,Tax Saving,Wealth Creation,3561511.03,2024-11-10
5568,Tax Saving,Income,2874604.8,2020-08-06
6464,Tax Saving,Retirement,1493414.92,2023-11-20
6464,Retirement Portfolio,Retirement,942374.25,2023-01-08
6464,Global Equity,Retirement,3098620.88,2021-06-07
6464,Balanced Portfolio,Education,2443772.31,2019-09-23
6849,Global Equity,Retirement,4206637.4,2023-04-12
6849,Emergency Fund,Wealth Creation,4691481.6,2024-06-02
4485,Retirement Portfolio,Income,3667922.08,2019-02-15
4485,Wealth Creation,Income,359287.24,2019-11-07
3533,Long Term Growth,Tax Saving,3697141.8,2021-12-24
3533,Aggressive Growth,Income,909842.63,2020-03-13
5335,Aggressive Growth,Wealth Creation,1629460.08,2018-11-13
5335,Education Fund,Capital Appreciation,4610991.78,2018-11-25
5335,Tax Saving,Tax Saving,3127394.56,2022-02-20
5335,Retirement Portfolio,Wealth Creation,1815847.5,2024-01-24
6351,Tax Saving,Tax Saving,734288.18,2020-09-02
6351,Education Fund,Retirement,3211919.09,2023-08-22
6351,Long Term Growth,Tax Saving,4332609.62,2024-01-15
6351,Retirement Portfolio,Capital Appreciation,4943073.47,2023-06-05
3944,Aggressive Growth,Wealth Creation,3736407.82,2025-08-03
3944,Aggressive Growth,Capital Appreciation,531080.85,2019-11-21
4155,Global Equity,Income,1737013.3,2018-11-13
5885,Education Fund,Capital Appreciation,1137499.8,2022-01-25
3311,Wealth Creation,Tax Saving,3370479.85,2023-07-22
4882,Emergency Fund,Income,1219376.1,2024-11-08
4882,Global Equity,Retirement,4496770.83,2026-04-28
4233,Dividend Income,Income,1114804.0,2026-06-15
4233,Retirement Portfolio,Tax Saving,3026065.5,2024-01-31
4233,Tax Saving,Wealth Creation,4757911.87,2024-11-30
5763,Wealth Creation,Income,1314795.85,2019-02-26
5763,Long Term Growth,Wealth Creation,64641.0,2023-04-27
5763,Long Term Growth,Income,2208375.77,2020-02-20
4128,Long Term Growth,Income,2858878.43,2025-10-09
4128,Balanced Portfolio,Education,2240011.88,2021-05-01
4128,Long Term Growth,Education,2605779.06,2019-04-07
4128,Balanced Portfolio,Education,3426614.91,2022-05-29
6317,Balanced Portfolio,Education,3430356.18,2021-08-31
6317,Balanced Portfolio,Retirement,1465053.81,2023-08-06
6317,Long Term Growth,Tax Saving,2300797.98,2023-01-11
6190,Dividend Income,Income,1231415.13,2025-05-20
6190,Balanced Portfolio,Education,1633133.62,2022-03-17
6190,Emergency Fund,Income,4518997.16,2023-07-08
4729,Aggressive Growth,Capital Appreciation,4666610.57,2024-12-26
4729,Long Term Growth,Capital Appreciation,129343.82,2025-06-14
6769,Aggressive Growth,Retirement,3852409.05,2025-06-06
6769,Dividend Income,Tax Saving,717252.44,2025-08-07
6769,Retirement Portfolio,Income,3946892.06,2024-01-22
6769,Aggressive Growth,Tax Saving,4666101.2,2022-01-04
3757,Aggressive Growth,Retirement,1995922.57,2024-08-19
3757,Dividend Income,Education,3950643.87,2019-11-08
3757,Wealth Creation,Education,2137614.85,2022-09-14
3245,Wealth Creation,Capital Appreciation,670611.39,2026-03-19
3245,Balanced Portfolio,Capital Appreciation,219080.6,2024-01-04
6792,Dividend Income,Income,2180251.31,2019-04-27
6792,Global Equity,Capital Appreciation,1028795.73,2026-04-05
3481,Retirement Portfolio,Wealth Creation,1260342.45,2023-08-08
3481,Aggressive Growth,Tax Saving,3879852.82,2020-03-26
3481,Education Fund,Wealth Creation,4587101.01,2022-08-29
7848,Tax Saving,Retirement,678294.07,2025-06-15
7848,Aggressive Growth,Income,3122890.25,2023-01-29
6772,Retirement Portfolio,Capital Appreciation,3166189.26,2024-08-25
7016,Education Fund,Tax Saving,3029289.77,2025-06-28
7016,Wealth Creation,Education,1740324.27,2022-12-09
7016,Global Equity,Retirement,2616644.8,2021-05-12
7016,Tax Saving,Income,122336.45,2020-09-16
5615,Education Fund,Income,2538910.13,2023-01-05
5615,Long Term Growth,Wealth Creation,1643295.73,2021-06-23
7579,Education Fund,Capital Appreciation,1016705.28,2023-03-31
7579,Emergency Fund,Capital Appreciation,2665431.85,2019-10-11
7579,Long Term Growth,Tax Saving,3004721.02,2023-06-09
4454,Balanced Portfolio,Wealth Creation,951278.43,2025-09-18
4454,Balanced Portfolio,Retirement,2101239.28,2018-08-02
6594,Emergency Fund,Tax Saving,4220010.37,2019-01-11
3996,Wealth Creation,Retirement,1249436.71,2018-11-09
7097,Tax Saving,Retirement,514575.32,2023-09-13
7097,Retirement Portfolio,Wealth Creation,2813154.99,2019-10-24
7097,Aggressive Growth,Education,339158.81,2023-04-22
7097,Dividend Income,Retirement,3997265.92,2025-10-10
3970,Retirement Portfolio,Retirement,3486752.73,2024-07-28
3970,Balanced Portfolio,Capital Appreciation,3901253.62,2026-06-03
5781,Long Term Growth,Education,2345136.54,2025-10-19
5781,Education Fund,Capital Appreciation,4133849.33,2018-10-10
5781,Aggressive Growth,Retirement,894524.63,2019-04-04
5781,Retirement Portfolio,Wealth Creation,2405066.09,2024-04-10
4986,Education Fund,Education,1451762.49,2021-02-13
4986,Retirement Portfolio,Tax Saving,853226.08,2022-05-04
3961,Aggressive Growth,Education,3117698.39,2022-03-06
3961,Wealth Creation,Wealth Creation,2926531.58,2019-06-20
3961,Dividend Income,Education,4864619.93,2020-04-09
3961,Aggressive Growth,Wealth Creation,4186202.75,2026-05-20
5458,Tax Saving,Retirement,192742.61,2021-10-05
4183,Tax Saving,Education,846922.34,2022-03-26
4183,Balanced Portfolio,Income,3212199.32,2021-04-09
3088,Dividend Income,Capital Appreciation,4909889.09,2023-07-18
3088,Emergency Fund,Tax Saving,2939064.62,2025-09-15
3088,Emergency Fund,Wealth Creation,3113827.95,2020-11-10
3179,Long Term Growth,Tax Saving,1770493.4,2024-11-25
6110,Emergency Fund,Education,3348167.69,2024-02-04
6110,Global Equity,Capital Appreciation,2373097.1,2026-01-02
6110,Retirement Portfolio,Wealth Creation,3847724.3,2022-05-15
4907,Wealth Creation,Wealth Creation,4301861.44,2018-07-22
4907,Emergency Fund,Income,4176984.82,2025-08-09
5315,Dividend Income,Capital Appreciation,551547.29,2026-01-13
5315,Tax Saving,Education,1856179.72,2024-01-18
5114,Global Equity,Retirement,4783355.39,2026-05-21
4724,Wealth Creation,Capital Appreciation,1979326.91,2018-10-11
4724,Aggressive Growth,Education,4823319.81,2021-02-21
4419,Aggressive Growth,Tax Saving,337091.55,2025-07-07
4419,Dividend Income,Retirement,2750014.03,2020-05-27
4419,Global Equity,Education,1697621.41,2024-02-24
4419,Long Term Growth,Tax Saving,3280763.77,2022-12-26
5063,Emergency Fund,Tax Saving,425837.91,2020-12-21
5063,Global Equity,Education,931377.43,2023-08-04
5063,Retirement Portfolio,Income,1362399.62,2023-11-13
5105,Balanced Portfolio,Education,1414693.39,2018-11-25
5105,Global Equity,Retirement,4681426.67,2023-11-07
5105,Global Equity,Income,2145072.7,2025-01-29
5105,Wealth Creation,Education,96695.42,2024-07-07
7581,Emergency Fund,Tax Saving,2440331.74,2025-03-24
7581,Retirement Portfolio,Education,576813.31,2025-11-04
4567,Long Term Growth,Capital Appreciation,3486217.45,2024-05-07
4567,Tax Saving,Retirement,1699861.86,2021-05-10
5134,Long Term Growth,Income,3641440.62,2021-08-19
3559,Balanced Portfolio,Tax Saving,497626.89,2026-07-07
3559,Dividend Income,Income,1778038.93,2024-04-08
3559,Dividend Income,Wealth Creation,319335.42,2023-08-21
3559,Global Equity,Income,3948644.93,2021-12-24
4339,Dividend Income,Retirement,4445916.77,2020-04-01
6501,Aggressive Growth,Tax Saving,4602626.57,2025-03-15
5146,Aggressive Growth,Capital Appreciation,2716484.3,2024-11-02
5146,Aggressive Growth,Capital Appreciation,908331.46,2021-12-25
5146,Wealth Creation,Tax Saving,1718408.94,2023-05-12
3494,Education Fund,Capital Appreciation,157734.61,2019-08-30
3494,Tax Saving,Capital Appreciation,2347570.35,2022-08-21
3494,Education Fund,Income,3447219.9,2023-12-09
3494,Global Equity,Tax Saving,3392814.05,2023-04-07
7798,Aggressive Growth,Retirement,197318.91,2024-09-20
7798,Long Term Growth,Income,3116023.45,2024-01-30
7798,Tax Saving,Capital Appreciation,2844457.61,2022-03-19
3947,Long Term Growth,Education,2851530.73,2024-05-08
3947,Dividend Income,Education,198433.26,2025-07-06
3947,Global Equity,Education,3989554.64,2026-01-16
4846,Emergency Fund,Capital Appreciation,2880254.29,2025-04-21
4846,Dividend Income,Tax Saving,534688.52,2023-07-15
6847,Long Term Growth,Education,1353259.78,2023-01-13
6847,Retirement Portfolio,Education,283362.97,2020-04-18
4452,Long Term Growth,Tax Saving,2515224.3,2018-07-23
4452,Balanced Portfolio,Retirement,997671.86,2026-03-29
5976,Aggressive Growth,Education,2868319.74,2021-05-29
5976,Wealth Creation,Income,396794.91,2020-08-29
5976,Global Equity,Wealth Creation,431282.28,2024-03-25
5976,Retirement Portfolio,Education,228183.68,2025-10-30
7835,Retirement Portfolio,Income,932271.21,2024-10-30
7835,Wealth Creation,Tax Saving,76667.64,2021-06-16
7835,Dividend Income,Wealth Creation,4771423.39,2022-10-10
7835,Long Term Growth,Income,3919870.73,2021-02-22
5501,Wealth Creation,Tax Saving,754504.46,2022-05-21
5875,Balanced Portfolio,Capital Appreciation,2176729.81,2023-07-05
5875,Emergency Fund,Education,1111688.38,2019-10-03
5875,Balanced Portfolio,Wealth Creation,781283.99,2024-06-25
7322,Wealth Creation,Retirement,4558948.83,2019-08-26
5333,Wealth Creation,Retirement,597202.3,2025-06-02
5333,Wealth Creation,Tax Saving,1797218.51,2020-03-24
5333,Wealth Creation,Income,2139737.84,2020-12-03
5333,Tax Saving,Wealth Creation,2143272.09,2019-10-10
7359,Dividend Income,Income,2381083.8,2023-06-27
7359,Emergency Fund,Wealth Creation,4282526.58,2025-09-27
7359,Long Term Growth,Wealth Creation,1940244.55,2021-08-31
4826,Retirement Portfolio,Wealth Creation,2233319.02,2021-01-01
4826,Balanced Portfolio,Retirement,3237108.45,2021-01-30
5358,Aggressive Growth,Income,135592.26,2022-05-02
5358,Dividend Income,Wealth Creation,3079072.52,2019-12-18
5358,Global Equity,Capital Appreciation,1129375.37,2019-07-14
5358,Dividend Income,Retirement,475467.71,2021-05-20
3186,Aggressive Growth,Education,3616498.8,2018-11-03
7701,Emergency Fund,Retirement,3287531.98,2021-12-18
7701,Long Term Growth,Tax Saving,4288698.81,2019-09-18
7701,Global Equity,Retirement,3176887.52,2024-04-24
7701,Education Fund,Income,573854.02,2019-06-16
7088,Retirement Portfolio,Capital Appreciation,630287.45,2020-04-23
7088,Wealth Creation,Income,1321425.93,2024-10-30
2991,Wealth Creation,Tax Saving,4798492.31,2019-08-18
4100,Balanced Portfolio,Wealth Creation,2400286.56,2020-11-08
4100,Dividend Income,Education,4212517.29,2026-06-23
4100,Balanced Portfolio,Income,3182590.18,2021-04-10
7408,Aggressive Growth,Capital Appreciation,2396682.95,2018-12-03
3702,Aggressive Growth,Capital Appreciation,3422742.0,2021-01-05
3702,Dividend Income,Retirement,4495295.38,2021-09-19
3702,Emergency Fund,Retirement,2487016.52,2024-08-11
6345,Long Term Growth,Income,2099188.24,2021-06-12
6345,Tax Saving,Income,4449833.53,2019-11-30
3047,Balanced Portfolio,Wealth Creation,2263269.15,2026-04-18
6207,Tax Saving,Tax Saving,3178863.09,2018-09-29
6207,Aggressive Growth,Capital Appreciation,428236.71,2024-03-05
5787,Wealth Creation,Capital Appreciation,1775196.21,2020-08-20
5787,Education Fund,Income,2737278.22,2024-01-22
3105,Global Equity,Retirement,3873449.9,2024-03-11
3105,Emergency Fund,Income,962201.17,2024-09-28
6115,Education Fund,Tax Saving,3558406.41,2021-05-10
4874,Emergency Fund,Wealth Creation,2090647.91,2023-03-04
4874,Retirement Portfolio,Wealth Creation,1061798.45,2021-03-19
4874,Long Term Growth,Retirement,2787045.11,2024-06-24
4874,Education Fund,Retirement,4228919.17,2024-10-10
6176,Global Equity,Capital Appreciation,3177731.66,2025-01-04
6176,Aggressive Growth,Tax Saving,3431720.49,2024-09-17
6955,Dividend Income,Capital Appreciation,94476.09,2025-12-14
5728,Education Fund,Wealth Creation,1115715.55,2021-06-24
7006,Dividend Income,Education,1605287.55,2021-03-08
4884,Balanced Portfolio,Capital Appreciation,736228.94,2021-03-13
4884,Global Equity,Wealth Creation,2320059.7,2020-06-17
4884,Balanced Portfolio,Income,4077343.2,2024-09-17
3400,Tax Saving,Capital Appreciation,713053.71,2024-11-02
3400,Retirement Portfolio,Education,4271435.29,2021-03-22
3400,Wealth Creation,Income,3432516.88,2025-09-26
4985,Aggressive Growth,Income,1639520.5,2026-02-23
4985,Education Fund,Retirement,1588274.45,2021-06-27
4985,Emergency Fund,Tax Saving,4638661.99,2020-11-05
6380,Balanced Portfolio,Capital Appreciation,4751371.58,2018-10-06
6380,Emergency Fund,Education,3581779.36,2019-03-21
6380,Long Term Growth,Retirement,386590.33,2020-08-15
6380,Emergency Fund,Capital Appreciation,2379158.04,2022-08-15
3413,Wealth Creation,Education,4835253.23,2019-11-24
3413,Global Equity,Education,1386854.81,2026-02-20
3413,Retirement Portfolio,Wealth Creation,301437.26,2026-02-22
3766,Wealth Creation,Wealth Creation,3537534.75,2024-01-05
7331,Retirement Portfolio,Education,2260184.28,2019-01-02
7331,Balanced Portfolio,Income,636880.07,2026-04-11
4888,Retirement Portfolio,Tax Saving,2018744.42,2021-02-09
4888,Dividend Income,Income,4617668.67,2025-03-26
4888,Aggressive Growth,Capital Appreciation,1114034.75,2024-07-22
4888,Aggressive Growth,Retirement,1144975.48,2023-03-21
3403,Retirement Portfolio,Capital Appreciation,4001262.9,2021-12-12
3403,Wealth Creation,Education,1177544.67,2022-01-21
3154,Retirement Portfolio,Retirement,463993.19,2021-02-20
3154,Balanced Portfolio,Tax Saving,1209332.57,2018-09-17
4581,Aggressive Growth,Wealth Creation,2224625.91,2024-07-24
6851,Long Term Growth,Income,4949550.71,2019-05-06
6851,Wealth Creation,Tax Saving,4823014.89,2019-09-14
5249,Wealth Creation,Capital Appreciation,2090678.03,2020-02-14
5249,Dividend Income,Capital Appreciation,3599973.32,2020-09-13
5249,Tax Saving,Tax Saving,4768402.86,2024-08-17
5249,Balanced Portfolio,Income,2464412.89,2025-10-13
6516,Emergency Fund,Income,3689699.8,2025-07-04
6516,Balanced Portfolio,Retirement,1501658.86,2018-09-18
3101,Emergency Fund,Income,950117.87,2025-03-10
6547,Tax Saving,Education,4149957.39,2023-11-25
3787,Long Term Growth,Tax Saving,4934877.31,2021-12-12
3787,Global Equity,Retirement,4634073.15,2023-04-21
5809,Retirement Portfolio,Wealth Creation,750862.26,2020-11-06
5809,Global Equity,Retirement,536026.41,2019-11-28
5809,Tax Saving,Capital Appreciation,1482286.54,2020-07-26
5809,Long Term Growth,Tax Saving,888370.26,2023-09-07
3298,Dividend Income,Education,4977026.9,2025-01-16
3298,Education Fund,Retirement,942042.95,2021-06-30
3298,Tax Saving,Retirement,2658868.13,2024-08-13
4334,Tax Saving,Wealth Creation,3440333.5,2024-08-09
4576,Global Equity,Retirement,1909414.21,2023-11-11
6827,Retirement Portfolio,Capital Appreciation,4997491.55,2021-05-09
6827,Retirement Portfolio,Wealth Creation,1260806.17,2020-07-21
6827,Aggressive Growth,Tax Saving,2262579.76,2020-09-15
6827,Dividend Income,Tax Saving,4687569.77,2025-08-01
2903,Global Equity,Tax Saving,1288852.61,2022-07-02
2903,Tax Saving,Education,2862682.86,2019-01-10
2903,Tax Saving,Retirement,4284070.75,2020-06-04
3799,Global Equity,Capital Appreciation,4611194.26,2025-08-14
3799,Balanced Portfolio,Capital Appreciation,4722785.82,2019-04-16
2900,Long Term Growth,Wealth Creation,3692903.55,2020-11-02
