portfolio_id,asset_id,quantity,average_purchase_price,purchase_date
8154,510,178,112.62,2025-01-10
8154,739,367,725.4,2022-09-14
8154,686,312,915.78,2026-03-23
8155,920,47,647.51,2023-04-10
8155,737,449,619.9,2024-12-06
8155,1001,64,376.73,2024-04-02
8155,638,151,134.18,2023-07-26
8155,610,99,970.82,2023-11-20
8155,955,261,449.31,2023-10-01
8155,641,113,510.52,2025-11-18
8155,914,84,815.84,2025-06-01
8156,889,247,804.03,2024-08-27
8156,569,485,659.66,2025-07-23
8156,558,23,300.91,2026-06-06
8156,832,403,951.19,2025-06-04
8156,618,381,550.38,2021-07-30
8156,945,239,630.59,2026-05-06
8156,857,122,937.54,2024-01-03
8156,814,237,733.82,2024-08-09
8156,908,290,154.06,2024-06-22
8156,895,96,101.18,2024-12-03
8156,686,49,463.02,2021-08-06
8156,566,200,463.98,2023-07-29
8157,675,156,132.88,2024-04-27
8157,949,311,40.62,2023-04-03
8157,709,88,527.1,2024-09-02
8157,724,440,453.5,2025-05-20
8157,1003,243,624.51,2026-01-10
8157,961,170,708.74,2025-12-18
8158,923,460,167.33,2025-06-07
8158,564,51,833.65,2022-10-13
8158,628,105,301.39,2023-10-26
8158,915,445,39.78,2026-02-14
8158,665,301,949.39,2022-09-09
8158,895,400,592.41,2021-09-24
8158,991,347,176.54,2025-01-07
8158,552,476,380.65,2025-07-03
8158,994,163,906.93,2024-04-17
8158,647,442,566.05,2025-06-28
8158,723,381,591.68,2024-06-05
8159,919,414,558.7,2026-06-29
8159,929,364,26.55,2024-01-07
8159,978,247,866.45,2022-10-24
8159,636,326,44.72,2023-11-21
8159,791,115,458.18,2026-03-13
8159,831,30,909.72,2022-12-30
8159,610,378,26.15,2026-06-25
8160,853,429,258.86,2024-02-24
8160,507,211,459.8,2024-12-06
8160,695,170,225.24,2025-02-25
8160,954,141,185.33,2023-06-20
8160,938,373,416.45,2025-08-01
8160,789,429,294.07,2026-01-06
8161,974,373,764.99,2025-02-13
8161,885,30,329.9,2023-02-09
8161,831,397,362.1,2025-08-13
8161,734,191,180.42,2023-08-07
8161,596,92,491.14,2022-08-14
8161,772,216,168.28,2026-01-13
8161,582,252,354.41,2024-03-31
8161,911,253,131.25,2025-04-20
8162,767,94,748.98,2022-07-13
8162,884,202,23.53,2023-10-26
8162,689,327,261.64,2026-04-15
8162,573,143,532.53,2022-12-06
8162,538,291,728.55,2024-02-05
8162,927,69,539.71,2024-05-26
8162,962,214,138.98,2025-09-25
8163,788,23,607.03,2026-04-21
8163,696,498,570.59,2025-10-02
8163,651,219,67.11,2025-12-21
8163,790,85,717.57,2025-05-20
8163,803,15,599.24,2024-01-18
8163,537,365,541.88,2024-09-20
8163,621,55,590.09,2024-08-28
8163,536,205,769.66,2022-07-19
8163,665,139,687.69,2025-11-24
8163,871,32,806.09,2023-05-11
8163,714,130,882.79,2025-03-09
8163,864,168,334.33,2024-12-11
8163,514,50,233.33,2024-06-04
8163,670,76,45.97,2023-04-28
8164,971,448,860.87,2024-01-07
8164,950,326,691.66,2026-01-08
8164,555,413,749.9,2022-11-26
8164,792,82,956.26,2023-10-04
8164,509,69,641.08,2021-11-24
8164,659,282,60.55,2024-10-06
8164,680,301,199.2,2025-05-03
8164,613,365,637.09,2025-08-21
8164,821,149,867.44,2025-12-12
8164,975,203,172.21,2023-05-04
8164,779,30,888.07,2025-08-27
8165,804,228,515.39,2022-11-03
8165,553,434,161.69,2024-04-19
8165,878,443,777.75,2022-05-18
8165,781,200,251.08,2022-03-17
8165,933,333,120.53,2021-11-20
8165,718,48,523.23,2023-09-27
8166,783,429,884.62,2023-07-30
8166,723,456,639.14,2021-08-29
8166,986,251,648.5,2021-11-07
8166,856,64,998.77,2022-10-01
8166,765,457,455.91,2022-04-23
8166,625,114,899.82,2022-08-02
8166,849,394,713.6,2026-04-29
8166,758,18,139.03,2024-07-12
8166,789,249,276.45,2024-05-14
8166,516,175,453.23,2022-04-27
8166,641,55,492.31,2024-06-09
8167,810,415,133.13,2024-07-04
8167,965,298,158.47,2023-10-22
8167,790,239,419.48,2025-04-23
8167,899,376,39.2,2021-10-23
8167,684,390,590.22,2025-01-09
8167,938,387,884.36,2024-02-27
8167,897,163,570.78,2024-08-14
8167,564,114,419.34,2025-09-25
8168,876,437,685.37,2024-11-14
8168,903,216,66.46,2021-08-27
8168,694,271,183.6,2022-12-30
8168,924,34,860.47,2023-03-28
8168,806,412,519.5,2022-10-20
8168,844,210,161.02,2023-04-20
8168,908,478,174.33,2021-11-19
8168,906,486,729.36,2023-09-23
8168,548,60,167.92,2023-04-21
8168,864,229,684.37,2022-09-30
8169,852,181,844.67,2024-07-24
8169,545,431,675.15,2025-05-01
8169,712,63,879.82,2022-05-17
8169,673,482,551.64,2024-05-26
8169,805,127,652.76,2024-09-04
8169,658,145,519.86,2024-07-03
8169,561,155,655.31,2024-03-19
8169,621,199,886.28,2023-10-10
8169,754,401,32.91,2023-08-31
8170,1004,36,493.37,2022-03-24
8170,781,220,637.88,2025-05-07
8170,626,313,786.21,2025-05-24
8170,871,252,276.93,2022-03-15
8170,763,218,839.97,2023-07-01
8170,767,353,730.84,2024-08-18
8170,931,209,194.78,2025-11-24
8171,567,338,420.22,2023-05-21
8171,922,171,689.86,2025-09-23
8171,936,366,521.56,2023-05-26
8171,702,374,781.56,2024-03-09
8171,924,35,829.32,2026-01-27
8171,787,240,422.69,2025-06-26
8171,830,117,814.3,2026-04-17
8171,641,383,24.23,2025-09-20
8172,947,330,134.36,2022-12-27
8172,685,105,996.4,2024-07-22
8172,651,263,939.7,2025-02-15
8172,823,324,883.09,2025-04-20
8172,710,408,750.68,2022-09-16
8172,614,343,942.71,2021-11-14
8172,1003,61,559.43,2023-09-01
8172,770,67,45.29,2024-05-22
8172,1007,373,66.18,2023-07-08
8173,840,57,690.77,2025-03-24
8173,756,371,749.17,2024-04-12
8173,803,24,101.35,2026-01-06
8173,823,134,687.93,2026-05-26
8173,648,383,785.6,2026-05-11
8173,980,420,598.79,2024-08-31
8173,619,288,111.64,2021-11-02
8173,851,444,359.43,2025-04-25
8173,858,367,381.09,2024-03-18
8173,653,281,293.76,2021-09-21
8173,905,293,971.65,2024-04-04
8173,706,340,996.29,2025-09-26
8173,917,193,124.58,2023-03-26
8173,547,449,168.82,2024-07-08
8174,509,50,709.61,2022-05-03
8174,606,312,791.76,2021-12-17
8174,536,223,96.17,2026-07-02
8174,523,143,221.31,2023-01-01
8174,961,75,160.17,2022-07-01
8174,633,356,304.99,2024-12-20
8174,635,440,281.55,2023-02-12
8174,739,253,204.33,2025-03-10
8174,913,401,786.12,2024-02-01
8175,912,341,435.96,2022-03-05
8175,652,369,652.56,2021-12-30
8175,615,410,258.85,2021-11-01
8175,983,171,482.88,2026-03-04
8175,646,394,734.39,2021-12-19
8175,725,441,269.46,2026-01-22
8175,705,417,322.14,2025-10-20
8175,805,45,321.94,2026-03-12
8175,594,449,340.71,2025-06-08
8175,1003,130,917.53,2023-08-26
8175,513,475,161.56,2025-11-03
8175,687,447,971.35,2021-12-22
8175,760,472,90.13,2023-08-02
8175,607,172,39.79,2023-08-10
8176,699,236,577.8,2025-08-22
8176,974,108,516.32,2023-03-19
8176,530,99,533.31,2023-03-02
8176,923,335,753.31,2026-03-05
8176,567,490,213.95,2025-06-18
8176,589,413,928.49,2021-09-01
8176,965,191,691.08,2025-05-04
8176,677,300,280.13,2022-05-16
8176,805,401,329.21,2023-08-02
8176,727,466,733.11,2023-05-28
8176,729,242,897.49,2025-04-29
8176,733,26,690.59,2023-06-16
8176,753,350,176.18,2025-01-10
8176,852,377,155.41,2025-05-29
8176,534,281,127.13,2023-10-14
8177,850,259,818.76,2024-03-21
8177,961,345,820.56,2021-09-07
8177,688,387,855.15,2021-12-30
8177,547,194,518.57,2022-12-07
8177,720,290,927.99,2024-06-21
8178,673,459,548.12,2022-09-01
8178,916,228,558.28,2025-08-19
8178,527,262,875.28,2023-11-08
8178,609,164,743.79,2025-02-04
8178,561,429,220.52,2022-05-01
8178,674,403,173.75,2025-03-19
8178,873,300,54.47,2021-10-12
8178,664,264,477.18,2022-01-18
8178,610,213,388.99,2022-10-24
8178,654,190,654.17,2024-12-08
8178,678,17,873.5,2024-09-02
8179,554,299,897.04,2026-01-17
8179,573,360,694.22,2021-12-02
8179,848,58,928.65,2021-12-22
8179,874,154,685.65,2022-11-26
8179,532,18,581.66,2024-09-25
8179,908,371,640.21,2025-08-10
8179,895,57,414.5,2025-12-05
8179,946,89,768.11,2024-06-17
8179,839,317,389.05,2024-11-16
8179,786,490,642.59,2026-04-10
8179,709,156,584.79,2023-11-07
8179,708,224,680.55,2024-07-14
8180,557,224,247.67,2024-03-13
8180,763,90,756.32,2022-09-05
8180,999,146,993.42,2024-04-11
8180,973,61,560.4,2024-11-21
8180,709,249,995.83,2023-10-19
8180,944,351,472.87,2026-03-16
8180,850,485,686.31,2022-11-30
8180,871,369,846.42,2023-06-17
8180,783,380,24.94,2023-10-08
8181,706,148,316.75,2023-04-24
8181,891,209,641.41,2022-08-13
8181,944,293,822.07,2024-10-14
8181,617,56,888.23,2025-08-19
8181,569,359,460.82,2026-03-22
8181,531,478,975.5,2024-04-03
8182,697,213,150.0,2026-01-18
8182,994,439,716.94,2026-02-07
8182,607,142,229.48,2021-10-17
8182,557,489,647.25,2025-03-29
8182,616,334,720.67,2023-11-17
8182,806,290,398.13,2026-06-26
8182,640,39,241.06,2024-02-21
8182,759,172,93.62,2023-07-09
8182,624,246,468.71,2025-11-25
8182,833,367,754.18,2024-04-22
8182,600,291,379.62,2022-10-16
8182,615,179,39.75,2023-06-07
8182,989,446,310.17,2021-12-04
8182,508,153,532.91,2023-03-28
8183,560,443,810.07,2026-03-22
8183,530,364,145.26,2024-12-09
8183,724,91,687.9,2025-12-07
8183,517,72,626.86,2025-04-25
8183,666,165,604.71,2022-03-16
8183,561,79,393.92,2023-07-16
8183,874,217,280.42,2025-06-12
8184,789,367,937.42,2024-09-21
8184,556,143,496.03,2024-03-27
8184,614,247,578.39,2023-12-26
8184,706,368,251.31,2023-12-01
8184,976,161,869.77,2022-01-30
8184,816,79,778.1,2023-11-26
8184,926,92,339.53,2023-10-11
8185,899,197,183.83,2025-11-23
8185,521,425,823.85,2024-06-27
8185,948,90,311.41,2026-06-14
8185,548,157,398.74,2021-09-27
8185,821,26,937.92,2023-01-12
8186,805,386,479.02,2025-03-04
8186,904,368,271.48,2022-09-08
8186,724,16,646.48,2025-12-02
8186,755,429,545.43,2023-12-26
8186,639,223,536.05,2026-06-03
8186,978,151,210.02,2023-08-07
8186,669,479,615.37,2022-07-06
8187,844,253,371.85,2022-06-22
8187,956,400,620.24,2024-08-02
8187,646,95,666.26,2024-09-22
8187,814,79,278.08,2024-12-27
8187,585,88,312.14,2025-04-20
8187,675,209,276.74,2022-11-26
8187,628,242,609.38,2025-07-25
8187,627,268,393.66,2024-08-13
8187,904,496,827.46,2021-12-01
8187,702,243,261.86,2024-08-16
8187,992,425,753.25,2024-04-05
8188,835,486,118.26,2023-11-19
8188,802,299,907.01,2026-05-30
8188,568,325,342.23,2025-07-31
8188,912,483,726.15,2026-05-09
8188,850,119,663.4,2022-11-04
8188,514,449,494.37,2023-07-09
8188,694,39,842.82,2024-11-27
8188,798,282,419.75,2022-11-18
8188,845,173,755.75,2024-06-19
8188,858,73,228.53,2023-04-30
8189,724,187,575.59,2025-05-30
8189,737,305,332.08,2023-02-25
8189,574,218,938.9,2024-09-03
8189,735,29,672.57,2025-08-28
8189,873,191,842.08,2025-05-29
8189,875,44,256.72,2025-09-19
8189,575,137,547.83,2025-02-17
8189,510,442,183.98,2022-01-29
8189,822,191,473.9,2022-09-14
8189,743,38,456.39,2021-11-04
8189,867,32,271.27,2024-12-31
8189,793,456,52.5,2023-01-03
8189,813,478,267.06,2025-03-29
8190,676,401,990.75,2023-04-14
8190,749,115,922.36,2024-01-12
8190,654,285,348.79,2025-10-30
8190,897,98,532.06,2026-03-25
8190,521,175,902.99,2021-09-14
8190,685,415,488.83,2021-09-04
8190,550,366,575.02,2024-11-15
8190,652,363,728.22,2022-08-20
8190,942,29,77.27,2024-06-30
8190,1004,39,597.29,2025-11-30
8190,544,141,832.34,2026-07-06
8190,801,271,213.2,2025-03-11
8190,866,201,273.46,2022-06-10
8191,880,253,372.62,2023-06-19
8191,779,50,301.54,2021-12-17
8191,718,207,941.65,2022-03-31
8191,870,158,221.51,2024-04-16
8191,851,442,257.13,2023-02-03
8191,883,73,956.39,2026-02-17
8191,602,310,700.92,2024-02-05
8191,510,358,427.62,2022-11-28
8191,760,215,799.55,2024-09-26
8191,739,199,935.72,2024-03-13
8191,507,103,402.6,2025-12-04
8192,630,400,454.18,2022-06-25
8192,905,257,685.49,2023-12-17
8192,777,473,456.8,2023-06-10
8192,651,484,884.44,2021-08-04
8192,914,455,950.19,2022-01-01
8192,666,451,119.69,2023-02-03
8192,894,19,309.77,2025-03-30
8192,889,149,195.13,2021-09-19
8192,959,300,586.87,2022-04-21
8192,657,155,765.17,2021-09-11
8192,509,48,232.82,2021-10-19
8192,610,370,682.53,2023-03-31
8193,613,146,229.48,2022-03-11
8193,968,478,936.9,2022-10-16
8193,800,84,943.18,2024-08-03
8193,648,233,306.59,2021-09-26
8193,824,413,990.42,2024-04-21
8193,876,100,837.05,2024-03-12
8193,925,211,918.38,2024-11-11
8194,749,183,569.98,2022-05-19
8194,667,397,205.93,2025-08-22
8194,972,226,160.54,2025-06-02
8194,577,473,611.1,2026-01-19
8194,931,71,320.46,2023-11-24
8194,846,142,119.6,2026-03-31
8194,509,47,851.7,2025-10-26
8195,694,23,186.75,2026-01-22
8195,884,73,985.06,2025-09-21
8195,923,424,637.11,2024-01-22
8195,527,369,966.54,2024-10-12
8195,625,336,738.74,2022-01-12
8195,938,345,788.79,2024-08-02
8195,759,235,767.46,2026-02-09
8196,541,162,218.62,2025-04-06
8196,873,59,331.78,2026-04-12
8196,988,346,376.67,2023-08-27
8196,814,153,274.5,2025-09-06
8196,858,470,485.48,2023-11-03
8196,709,309,766.09,2021-10-15
8196,735,140,673.96,2025-09-06
8196,693,401,329.18,2022-09-05
8196,673,168,594.79,2022-07-24
8196,606,206,856.6,2024-04-09
8196,705,330,901.52,2025-10-04
8197,507,233,475.65,2022-06-23
8197,751,454,985.4,2024-08-10
8197,715,437,400.37,2022-04-09
8197,677,307,88.69,2024-03-15
8197,729,353,792.86,2026-04-12
8197,667,119,140.38,2021-12-22
8197,764,229,535.98,2021-12-04
8197,964,241,421.52,2023-11-17
8197,668,321,623.69,2024-12-01
8197,825,478,805.16,2026-03-14
8197,799,375,902.33,2023-09-23
8197,803,360,852.75,2022-02-07
8197,725,480,958.51,2024-03-13
8198,990,447,892.45,2022-08-23
8198,561,289,414.86,2024-03-27
8198,612,319,98.21,2024-12-11
8198,588,449,718.2,2022-11-04
8198,895,163,226.15,2022-07-15
8198,681,495,349.05,2026-02-03
8198,943,248,935.78,2025-10-10
8198,782,242,727.4,2021-11-15
8199,598,386,173.5,2021-08-05
8199,523,142,97.45,2023-11-19
8199,677,338,356.66,2021-11-29
8199,773,406,876.93,2022-05-01
8199,923,373,616.68,2024-12-22
8199,811,279,393.82,2024-01-22
8199,998,222,116.03,2021-11-01
8199,901,96,454.73,2023-01-25
8199,635,339,319.93,2025-02-21
8199,513,163,84.12,2023-08-29
8199,915,213,896.35,2026-01-12
8199,533,498,327.33,2025-12-05
8199,746,339,575.85,2025-09-30
8199,693,138,427.5,2024-01-04
8200,961,323,229.63,2026-06-03
8200,904,396,588.1,2021-11-18
8200,844,162,285.24,2023-08-18
8200,771,175,23.02,2025-08-29
8200,902,343,584.54,2024-06-28
8200,820,16,463.23,2025-05-30
8200,923,229,912.08,2022-02-08
8200,739,415,964.52,2022-07-26
8200,942,205,704.97,2022-03-20
8200,557,261,404.94,2022-02-13
8200,604,32,249.81,2024-05-04
8201,766,173,814.24,2024-07-24
8201,806,125,124.26,2026-06-11
8201,890,373,426.2,2022-05-14
8201,681,498,811.64,2024-11-17
8201,934,341,39.99,2022-08-05
8201,674,265,512.81,2023-06-08
8201,633,139,91.61,2022-08-29
8201,731,335,381.31,2022-06-25
8201,865,22,397.82,2026-03-03
8201,803,490,523.25,2022-03-03
8202,630,224,141.68,2022-02-25
8202,709,465,157.77,2022-12-10
8202,528,332,680.53,2022-10-13
8202,780,145,60.95,2024-04-29
8202,991,436,796.72,2026-01-18
8202,919,271,250.86,2025-01-07
8202,599,459,780.78,2025-06-18
8202,682,71,822.47,2025-05-01
8202,859,177,642.44,2024-05-23
8202,895,397,480.49,2023-07-05
8202,579,80,591.98,2021-08-05
8202,644,375,514.0,2022-11-28
8202,746,73,265.43,2021-09-13
8202,918,47,829.33,2022-09-30
8202,716,19,471.82,2022-03-13
8203,700,281,629.39,2025-11-25
8203,590,323,235.36,2025-09-15
8203,923,220,252.79,2024-07-24
8203,934,486,33.65,2022-10-31
8203,971,393,392.69,2022-05-25
8203,941,322,582.75,2025-11-08
8203,798,76,337.63,2025-02-06
8203,890,495,889.42,2025-07-22
8203,945,323,576.41,2021-07-16
8203,627,225,168.84,2025-03-02
8203,888,85,581.9,2023-12-24
8203,586,52,657.78,2025-03-26
8203,624,254,914.42,2024-11-15
8203,551,341,93.04,2024-03-24
8204,919,498,565.99,2021-08-07
8204,999,475,448.88,2025-07-15
8204,1006,106,46.78,2026-03-19
8204,922,157,296.2,2024-07-05
8204,957,221,50.67,2026-03-14
8204,977,190,624.69,2025-05-03
8204,889,426,466.1,2022-04-28
8204,519,71,856.56,2024-01-06
8204,910,356,173.95,2023-05-14
8204,949,468,364.95,2023-04-10
8204,509,393,567.38,2023-03-19
8204,994,36,756.39,2023-03-09
8205,861,39,278.67,2022-11-25
8205,614,416,397.31,2026-05-23
8205,730,42,344.04,2023-12-24
8205,882,32,617.88,2026-01-23
8205,910,409,934.76,2025-05-08
8205,810,92,33.06,2022-12-14
8205,713,84,671.45,2025-09-09
8205,750,268,605.48,2023-12-24
8206,790,177,46.08,2021-10-09
8206,529,252,247.07,2023-02-20
8206,952,234,552.33,2023-05-09
8206,692,343,114.67,2025-03-11
8206,521,178,509.89,2021-10-16
8206,571,154,672.44,2024-11-02
8206,968,25,454.27,2025-04-06
8207,931,312,824.51,2025-07-31
8207,988,487,419.39,2023-02-06
8207,893,113,221.69,2024-01-18
8207,529,399,782.54,2022-07-14
8207,979,225,718.18,2022-08-28
8207,971,107,934.07,2025-11-10
8207,569,191,876.94,2023-05-21
8207,651,228,951.2,2025-07-17
8207,718,108,890.95,2026-01-20
8207,739,28,195.49,2022-07-09
8207,596,168,227.05,2022-01-01
8207,576,180,939.58,2024-11-10
8207,642,316,764.2,2023-02-19
8207,992,140,936.51,2025-11-09
8208,572,132,724.16,2022-10-20
8208,838,482,43.08,2026-05-14
8208,706,468,520.53,2026-05-02
8208,651,83,251.67,2022-09-09
8208,577,41,290.45,2025-01-24
8209,844,421,30.25,2022-09-24
8209,825,404,517.21,2024-01-09
8209,810,167,808.16,2025-06-28
8209,596,90,384.26,2025-07-09
8209,916,215,999.13,2021-11-13
8209,863,313,980.14,2024-08-02
8209,1000,127,795.41,2025-02-14
8209,857,309,42.03,2024-10-15
8210,525,407,119.75,2025-01-10
8210,584,193,562.09,2024-09-14
8210,712,58,49.29,2026-04-06
8210,906,356,243.13,2024-07-26
8210,810,108,276.5,2026-02-22
8210,984,383,64.45,2024-02-09
8210,507,231,25.51,2021-09-10
8210,696,495,720.05,2022-05-23
8210,600,72,905.01,2025-12-28
8210,539,55,433.25,2022-01-04
8210,583,457,326.98,2026-07-09
8210,925,100,339.99,2026-02-24
8210,884,18,949.89,2021-07-29
8211,714,148,423.28,2023-11-04
8211,926,104,507.24,2021-11-23
8211,964,334,152.35,2022-07-07
8211,833,259,881.77,2021-07-21
8211,828,434,988.92,2025-12-26
8211,730,331,405.93,2026-07-12
8212,857,491,258.09,2023-10-07
8212,1007,439,207.79,2024-03-07
8212,550,276,356.06,2026-06-27
8212,771,192,120.82,2026-06-10
8212,924,308,438.52,2026-01-18
8212,832,54,506.52,2023-08-19
8212,733,284,145.04,2024-11-02
8212,780,115,733.23,2023-09-25
8213,907,47,884.56,2022-01-05
8213,922,257,293.31,2022-09-21
8213,822,194,913.04,2023-07-28
8213,722,147,452.44,2025-09-28
8213,591,34,501.44,2025-11-03
8213,780,220,711.6,2025-04-18
8213,731,78,209.11,2025-07-06
8213,740,367,750.49,2022-09-13
8213,620,473,525.03,2025-04-23
8213,521,54,53.99,2023-09-26
8213,843,306,775.23,2023-04-12
8214,516,341,638.07,2022-12-10
8214,697,202,831.92,2022-11-21
8214,991,446,921.85,2023-08-18
8214,848,121,902.16,2025-10-03
8214,748,272,36.98,2022-10-02
8214,744,336,701.02,2025-02-07
8214,905,476,592.64,2024-11-16
8214,670,265,140.9,2025-04-11
8215,873,376,286.89,2025-09-11
8215,604,433,331.31,2022-04-08
8215,708,302,941.31,2024-02-05
8215,839,292,612.17,2022-01-06
8215,886,434,691.46,2024-10-05
8215,758,75,861.32,2025-02-23
8215,824,266,713.14,2025-12-10
8215,998,258,250.93,2024-08-05
8215,957,174,362.7,2025-10-12
8215,575,157,438.82,2024-11-13
8215,559,228,862.34,2024-08-22
8215,958,485,879.8,2025-12-07
8215,675,339,831.32,2023-03-13
8216,834,203,100.38,2024-11-01
8216,832,278,579.41,2026-05-27
8216,838,165,280.95,2022-05-22
8216,668,271,910.46,2022-01-05
8216,938,294,778.06,2024-04-12
8217,526,47,883.96,2025-05-18
8217,514,225,842.28,2022-05-29
8217,954,483,960.35,2026-06-26
8217,638,405,166.4,2022-11-26
8217,630,204,323.33,2024-06-06
8217,732,314,109.92,2026-02-05
8218,753,295,618.17,2024-05-13
8218,547,367,790.85,2026-03-20
8218,901,79,293.87,2023-09-22
8218,552,83,903.66,2023-12-18
8218,619,380,950.08,2025-05-31
8218,748,440,35.57,2022-06-06
8218,523,274,578.42,2024-07-29
8218,650,360,708.26,2023-07-01
8218,795,60,386.97,2024-03-22
8218,909,141,91.42,2021-08-23
8218,881,396,791.25,2022-05-21
8219,745,84,727.38,2026-05-03
8219,819,23,650.7,2025-07-07
8219,861,72,675.19,2023-01-05
8219,619,102,42.36,2025-07-09
8219,828,330,151.51,2025-09-12
8219,932,18,425.15,2022-03-11
8219,535,206,962.0,2024-06-28
8220,852,221,39.79,2025-10-23
8220,718,55,299.39,2025-06-26
8220,525,349,683.87,2026-05-20
8220,673,201,847.49,2022-09-08
8220,564,361,946.21,2024-01-21
8220,667,164,776.28,2022-02-12
8220,590,12,627.78,2025-11-19
8220,803,392,421.56,2024-02-19
8220,711,255,792.3,2023-02-07
8220,984,478,404.08,2024-05-19
8220,704,51,832.83,2026-03-15
8220,906,207,598.75,2025-10-11
8220,632,51,871.82,2024-11-06
8221,510,84,484.78,2024-07-09
8221,578,406,105.51,2023-04-08
8221,674,330,716.81,2023-06-16
8221,959,147,827.8,2025-07-25
8221,780,355,609.99,2025-08-27
8221,907,182,281.21,2022-09-04
8221,833,350,475.94,2025-02-10
8221,828,377,733.99,2022-08-03
8221,896,52,32.89,2022-12-27
8222,741,307,77.41,2026-04-17
8222,964,416,507.36,2026-01-31
8222,945,219,756.85,2026-05-14
8222,601,17,406.68,2025-01-07
8222,831,299,200.66,2021-11-02
8222,904,14,880.73,2025-08-19
8222,564,249,635.84,2023-01-06
8223,905,272,251.91,2023-12-27
8223,784,458,254.25,2025-08-31
8223,805,365,219.78,2021-11-07
8223,630,439,522.33,2022-11-28
8223,523,210,141.83,2023-03-21
8223,668,335,28.11,2023-09-18
8223,976,260,421.31,2022-04-06
8223,975,342,591.76,2025-04-04
8223,795,470,426.91,2024-06-25
8223,780,162,476.96,2024-03-08
8223,721,147,810.3,2025-04-04
8223,842,257,643.95,2021-11-20
8223,729,486,629.16,2022-04-05
8223,762,416,640.49,2025-12-22
8223,605,389,184.07,2023-12-11
8224,949,377,848.52,2021-11-20
8224,668,387,694.61,2021-08-17
8224,619,368,375.81,2024-04-01
8224,820,231,106.01,2022-05-30
8224,562,444,81.47,2024-10-23
8224,985,29,326.19,2024-10-02
8224,694,81,303.03,2022-09-12
8224,992,132,372.94,2025-05-02
8224,796,318,768.49,2024-04-04
8224,515,414,239.77,2021-11-12
8225,966,465,100.93,2025-12-22
8225,1000,51,234.54,2023-10-04
8225,942,137,443.85,2022-08-30
8225,774,254,515.52,2024-07-24
8225,891,244,719.21,2022-03-08
8225,581,289,886.35,2022-10-08
8225,567,376,628.03,2022-08-21
8225,605,380,322.65,2024-06-04
8225,847,392,553.07,2024-03-11
8225,714,136,282.64,2023-04-11
8226,523,228,326.41,2022-12-09
8226,575,311,149.38,2025-12-01
8226,894,381,430.41,2025-01-10
8226,598,260,298.84,2022-05-17
8226,561,300,336.58,2021-11-04
8226,928,292,194.54,2026-07-02
8226,723,213,435.24,2021-09-01
8226,787,433,982.09,2023-03-05
8227,808,228,918.85,2021-09-24
8227,982,434,107.26,2023-05-16
8227,856,168,50.64,2024-06-26
8227,728,374,904.5,2026-03-26
8227,847,230,539.86,2023-12-04
8227,795,462,394.9,2021-07-13
8227,666,160,395.4,2022-11-28
8227,675,491,463.84,2023-05-17
8227,938,447,757.47,2021-12-20
8227,816,389,665.03,2022-07-23
8227,528,116,408.91,2023-05-27
8228,806,312,563.37,2021-12-26
8228,551,433,267.52,2025-10-17
8228,738,345,33.88,2024-04-30
8228,679,31,21.26,2021-09-21
8228,682,59,90.66,2022-11-17
8228,667,415,979.27,2025-05-25
8228,517,240,367.17,2025-01-08
8228,650,256,446.32,2024-09-23
8228,665,47,511.98,2021-12-07
8228,634,111,627.3,2022-10-07
8228,917,145,512.71,2023-04-13
8228,896,96,20.2,2021-10-04
8228,940,39,907.32,2023-04-25
8228,994,456,414.67,2023-12-14
8228,688,350,401.52,2022-02-26
8229,533,160,182.1,2023-06-18
8229,798,183,210.25,2023-01-29
8229,535,377,415.63,2025-02-03
8229,846,352,825.06,2024-08-06
8229,807,356,491.37,2024-03-02
8229,812,469,81.39,2025-03-05
8230,618,79,207.36,2022-03-01
8230,886,211,709.72,2022-04-13
8230,892,84,610.58,2021-08-20
8230,578,236,729.93,2023-01-24
8230,670,104,46.88,2023-02-18
8230,733,205,715.75,2026-06-19
8230,920,317,214.3,2026-04-08
8230,775,182,337.16,2024-08-24
8230,620,174,452.75,2022-07-11
8230,755,187,828.84,2025-04-01
8230,509,163,352.1,2025-08-21
8230,801,160,544.13,2023-07-15
8230,619,205,166.61,2023-11-02
8231,744,305,33.39,2025-10-07
8231,879,15,392.26,2023-08-29
8231,614,36,464.04,2021-12-04
8231,768,455,799.86,2025-05-27
8231,775,80,765.15,2024-11-17
8232,964,246,992.7,2026-02-05
8232,550,66,148.24,2025-11-17
8232,808,12,675.8,2023-06-15
8232,600,398,243.26,2022-07-15
8232,570,131,749.83,2025-10-12
8232,510,459,258.22,2025-12-24
8232,534,201,920.67,2025-08-28
8232,880,162,777.86,2023-02-04
8232,949,466,475.22,2023-11-19
8232,955,449,321.37,2024-10-17
8232,655,26,457.17,2025-02-05
8232,690,162,413.92,2023-08-02
8232,538,387,692.32,2023-02-23
8233,879,362,622.99,2023-11-27
8233,576,426,524.07,2023-07-02
8233,816,204,492.52,2023-07-21
8233,587,430,230.99,2022-01-02
8233,938,454,732.52,2022-07-22
8233,584,108,975.19,2022-11-30
8233,756,71,559.09,2024-11-13
8233,693,276,71.9,2025-11-13
8233,683,137,519.11,2021-11-19
8233,580,233,868.18,2024-12-24
8233,516,388,275.52,2025-04-02
8233,908,200,60.98,2026-02-27
8233,669,159,592.98,2023-04-07
8234,847,85,945.86,2025-02-13
8234,523,270,960.27,2025-04-20
